40174690_389143849970307072 x	PROTECTED
40174690_389143266374852608 x	PROTECTED
40174690_389142311923249152 x	PROTECTED
40174690_389141681372938240 x	@boxerbilly just like I see it. A boxer is creating art in a fight! Thanks for #artwork http://t.co/jHQVqU9Ss4
40174690_389137525580627968 x	PROTECTED
40174690_389138964088492032 x	@murph0706 u having won a fight in ur life so what u saying really don't count. You so scared of a real fight that u rather fight ur self
40174690_389136350936461312 x	PROTECTED
40174690_389135031290961920 x	If you got less than 170 and try to talk shit I don't pay attention if u got 170 followers and you positive then I'm rocking with u!
40174690_395704159301013504 x	My brother with them new old hunnits @sheddytv http://t.co/T5A7UVheNK
40174690_394962681784180736 x	I'm over here focusing on the bigger prize! Doesn't matter what anybody say!
