473523512_379665262746017792 x	he
473523512_357613586690355200 x	RT he Nothing like a good game of refresh to set your mind straight
473523512_357601992526794752 x	RT he Every ball player knows never to go activity during ball season because it no really mess up your support
473523512_328879218819727360 x	RT he Trying to figure out why #espn contains Screaming A Smith on radio to talk football. has no clue. Has enough trouble w
473523512_327595010650431488 x	"@KG3_29: dear kelly, when hate you. from kev daddy" do not be a female
473523512_291628389121552386 x	Go Eagles!
473523512_285513448182386688 x	RT he Just design make Clear due to sources. Jeff Lurie will bring N Conf sunday design share A Reid will no longer be HC of #eagl job
473523512_248492345375461376 x	he money
473523512_162001423452741633 x	going to bed! no Deuces yo!!!
